charge,hydrophobicity,length
13.956039439898277,0.2322007132825421,59.77208964600705
-6.223330981869989,-3.0225520497811473,56.03177003031254
7.285255966054798,1.637443254595894,90.37155235932917
-3.2585825011445415,-3.087617790814474,12.62472705903481
5.715458533397317,-3.1218766285782156,76.07996226031393
4.7337104425131,-0.8199516621540166,50.4257898225496
-1.0009174381700632,2.300534849828213,21.872562830258587
21.087865730969064,-1.7523874426072417,70.7252924805521
24.20057999749016,3.8808258803144753,61.16995625541503
22.1872791592235,3.5951503441287613,41.62815362866254
5.512662613138353,-2.582371243495987,41.7003892022234
8.76149010768766,-2.5108478479157457,18.443630044267564
10.45976213333434,1.2654122209560867,90.37022624869402
9.446743069632781,3.791603335375873,62.91247737162537
-14.165696862978848,-2.8815982273435523,80.17649030155228
11.704571993322382,-4.1033607137766275,88.95627627676393
-3.217294512745127,1.2953238547375747,66.61043313526812
-19.634684734510298,-3.282367342267679,54.88608720329775
9.94206667555041,-2.453668430043145,87.6745268667939
25.03996296292766,3.588941977547506,36.74351846966772
12.350649952858426,-3.718019375765654,16.24662089776796
-1.0290284040029718,-1.1656917464759875,79.98341373356183
-6.984576157711569,-1.6588068628095307,91.49498105896951
-10.513286015498728,-4.053019826970072,86.63386847754823
5.744874493191677,2.9836876028048804,43.029039679136716
-15.86166809430663,-2.330060936020282,75.75984248996954
-12.783843331834582,-1.9177658003550877,43.94806641747323
-13.331880432333385,1.9784911706211838,67.05142926288177
7.9567994721877255,2.8138501855247817,42.15749089486871
3.9760435082738645,0.35874603419734097,98.70843190291681
21.270285782823926,-0.507875824515581,51.22292869651591
11.089695799290094,1.05004538371968,84.37602889569895
2.403253426684909,-3.4310639991761587,52.96310530535388
1.5202373625228418,-4.033349847136525,38.166640824431454
-8.846078137976736,-4.470867908252098,24.026472459484186
24.679808184018945,-3.632475833958806,26.131011795356113
-17.681066139243445,3.446949985695496,26.398387111778714
8.612169107205432,-3.9158804670761196,52.158231200630354
10.191605212859727,-2.1577509062211657,18.723838432425588
15.171091619883654,3.412698066160555,13.536573778028274
-2.316210014920866,0.3048516482401533,64.81376020070672
4.1417741417959135,-0.4288257570713121,43.114333804635734
-13.000694601987322,3.007306632185732,72.97954699326927
11.155294101277775,-3.525697020534742,42.60224123558317
3.485713499809176,0.29228388681802375,15.415875509236193
9.03218870932428,2.3491813345076045,69.987647971927
2.6128456828094357,2.412789139387531,95.66901340059053
17.71809954644221,-1.8189670452517839,61.05644142753362
5.015897192382624,2.0496984531647096,99.17327500192717
-4.489131755538827,-3.239845249504513,15.381772742556972
-11.622184481171253,-0.7826422842090461,43.07026140132041
16.524371735532263,0.19694747379206934,14.061277466048073
9.15887412964399,-2.0804093989001466,25.544728020601976
-13.757045658152599,1.138350922778363,30.12492973325259
-13.081243279236524,2.7528572068109405,16.357618256335805
-10.451866803856557,0.1361020557689816,70.67190070831892
-3.5609411043905794,-3.0509684220745745,10.794383857335653
22.381257372054918,2.4924534419260933,89.41156690589683
25.825448135767658,-3.2201759637240994,57.64589310444116
-6.244281721031296,-3.9887406698966434,72.08097523079755
3.8183857267907193,3.373103036217696,94.56473299293644
27.098116291624073,-2.6173485809082564,18.955214926748653
19.75849937482669,3.7733751439230065,80.38942639818823
-7.330089189868481,0.246851739576746,88.04952615665115
-17.788450033259906,-0.1634159447924146,62.98483588400414
-17.841154753095193,1.1058521663481917,80.81589307025443
